message_id,subject,received_date,status,error_log,created_at,updated_at,source_file,so_number,block_code,block_reason,stage,conversation_id,attachments,sender_email
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmoAAA=,new po ,2026-07-29T10:27:37Z,PENDING,,2026-07-29 10:28:48,2026-07-29 10:28:48,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAP4LCiDSbMpDh-6c10Igj0k=,"I34-580_AAMkAGEz.pdf,I34-581_AAMkAGEz.pdf,I34-576_AAMkAGEz.pdf,I34-577_AAMkAGEz.pdf,I34-578_AAMkAGEz.pdf,I34-579_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmnAAA=,new po ,2026-07-29T08:46:34Z,PENDING,,2026-07-29 08:48:09,2026-07-29 08:48:09,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAE0k9BqPQgRFiTGg8GnuVHg=,"Purchase order _ 849474 - ENVALIOR DEUTSCHLAND BE.pdf,Purchase order _ 849474 - ENVALIOR DEUTSCHLAND BE_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmmAAA=,UAT ASOS Scenario 2,2026-07-29T08:04:17Z,PENDING,,2026-07-29 08:05:45,2026-07-29 08:05:45,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAEvaytw7N0aqqRdn-v1k3zg=,"body_AAMkAGEz_UAT ASOS Scenario 2.txt,image001_AAMkAGEz.png",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmlAAA=,UAT ASOS Scenario 3,2026-07-29T08:04:46Z,PENDING,,2026-07-29 08:05:34,2026-07-29 08:05:34,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAOQTpp6t8EVmidTjta_lSRo=,"body_AAMkAGEz_UAT ASOS Scenario 3.txt,image001_AAMkAGEz.png",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmkAAA=,ASOS Test Scenario 1,2026-07-29T07:48:57Z,PENDING,,2026-07-29 07:50:38,2026-07-29 07:50:38,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQALos7BBD50fWnW9d8VY2lGE=,"ASOS Test Scenario 1.pdf,image001_AAMkAGEz.png,ASOS Test Scenario 1_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmjAAA=,ASOS Test Scenario 1,2026-07-29T07:41:26Z,PENDING,,2026-07-29 07:42:21,2026-07-29 07:42:21,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAC3ByPy5qUyOsJLARZ8iiJU=,"body_AAMkAGEz_ASOS Test Scenario 1.txt,image001_AAMkAGEz.png",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmgAAA=,PO,2026-07-29T01:30:34Z,PENDING,,2026-07-29 06:43:48,2026-07-29 06:43:48,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQADyYaUx3Z0SmpFER6j-IPHQ=,"TYNPOD20260317002_20260728065956.816_X.pdf,image001_AAMkAGEz.png,TYNPOD20260317002_20260728065956.816_X_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACB-QmfAAA=,PO,2026-07-29T01:30:46Z,PENDING,,2026-07-29 06:40:27,2026-07-29 06:40:27,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQANboR38w5kyvhIbEpH9bn20=,"TYNPOD20260320001_20260728070042.596_X.pdf,image001.png,TYNPOD20260320001_20260728070042.596_X_AAMkAGEz.pdf,image001_AAMkAGEz.png",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmUAAA=,FW: ENVALIOR SINGAPORE PTE. LTD. New Order 121020153848,2026-07-28T12:59:52Z,PENDING,,2026-07-28 13:00:46,2026-07-28 13:00:46,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAHVmE48Iyf1Hms6zhvC71g4=,"1946d8e6-ae6d-4aee-8dc1-2d80ce27e7c9.pdf,1946d8e6-ae6d-4aee-8dc1-2d80ce27e7c9_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmTAAA=,Undeliverable: [PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en_aamkagez.pdf,2026-07-28T10:09:09Z,PENDING,,2026-07-28 10:11:24,2026-07-28 10:11:24,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAANw37DOSRRHhFET-NfbjWY=,"[PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en_aamkagez.pdf.eml,[PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en_aamkagez.pdf_AAMkAGEz.eml",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmSAAA=,Undeliverable: [PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en.pdf,2026-07-28T10:09:09Z,PENDING,,2026-07-28 10:11:17,2026-07-28 10:11:17,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAHPd2FvL6KVPoodrxjE-i7Q=,"[PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en.pdf.eml,[PO Exception - UNKNOWN] AI Processing Failed — general-terms-and-conditions-of-purchase_mcg-emea-en.pdf_AAMkAGEz.eml",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmKAAA=,"Christian 20 - 6 POs attached, POs in ES language",2026-07-28T08:09:01Z,PENDING,,2026-07-28 10:09:26,2026-07-28 10:09:26,,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAP2Nmwaa-U-gmjOW3hizRMo=,"body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,I34-576.pdf,I34-577.pdf,I34-578.pdf,I34-579.pdf,I34-580.pdf,I34-581.pdf,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,I34-576_AAMkAGEz.pdf,I34-577_AAMkAGEz.pdf,I34-578_AAMkAGEz.pdf,I34-579_AAMkAGEz.pdf,I34-580_AAMkAGEz.pdf,I34-581_AAMkAGEz.pdf,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt,body_AAMkAGEz_Christian 20 - 6 POs attached,POs in ES language.txt",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmRAAA=,NEW po ,2026-07-28T08:57:42Z,PENDING_STAGE2,,2026-07-28 08:58:23,2026-07-28 10:09:20,460031761 pocan bf4239-700350 s103 (3)_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQACO0RkEO3n9AuXcSIFbd6KU=,"460031761 POCAN BF4239-700350 S103 (3).pdf,460031761 POCAN BF4239-700350 S103 (3)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmQAAA=,NEW PO ,2026-07-28T08:58:07Z,FOLDER_MOVED,,2026-07-28 08:58:17,2026-07-28 10:09:20,450012469 pocan (2).pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAIlcNwxVYjpKnrwWilDFwD4=,"450012469 Pocan (2).pdf,450012469 Pocan (2)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmPAAA=,new po ,2026-07-28T08:19:53Z,PENDING_STAGE2,,2026-07-28 08:20:38,2026-07-28 10:09:19,purchase order  (11923197) (1).pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAAQ5flz4fsZClPimKgUAueo=,"Purchase Order  (11923197) (1).pdf,Purchase Order  (11923197) (1)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmOAAA=,NEW PO ,2026-07-28T08:19:56Z,PENDING_STAGE2,,2026-07-28 08:20:32,2026-07-28 10:09:19,purchase order  (11750120) (1)_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAHC41353xMhGn5LQQ0AgD3w=,"Purchase Order  (11750120) (1).pdf,Purchase Order  (11750120) (1)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmJAAA=,NEW PO ,2026-07-28T08:09:02Z,FOLDER_MOVED,,2026-07-28 08:13:42,2026-07-28 10:09:19,no_po_attachment,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAH2iaDwGbJ5NmxgxROuCfuQ=,,
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmIAAA=,"Christian 19 - PO in DE language, Z01 activated in Customer grp 2",2026-07-28T08:02:49Z,FOLDER_MOVED,,2026-07-28 08:03:56,2026-07-28 10:09:18,roechlinglogosmall_ccbeb529-79c3-4c88-8853-dd677b26535e.png,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQACZZb5YB-0qfqzEZN6uXEhs=,"roechlinglogosmall_ccbeb529-79c3-4c88-8853-dd677b26535e.png,Bestellung-71261759.pdf,roechlinglogosmall_ccbeb529-79c3-4c88-8853-dd677b26535e_AAMkAGEz.png,Bestellung-71261759_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmHAAA=,"Christian 18 - Customer in Sales orgs 2540 and 2545, PO in IT language",2026-07-28T07:57:11Z,PENDING_STAGE2,,2026-07-28 07:59:22,2026-07-28 10:09:18,envalior - ord. 933.26_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQACefHcHSz0ijm9xJeLIsFE0=,"ENVALIOR - ORD. 933.26.PDF,ENVALIOR - ORD. 933.26_AAMkAGEz.PDF",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmGAAA=,NEW PO ,2026-07-28T07:50:57Z,FOLDER_MOVED,,2026-07-28 07:54:56,2026-07-28 10:09:17,import_po_m01y-010-05326009 (1)_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAABR5k1UJ65DvPZSmOBI-oA=,"IMPORT_PO_M01Y-010-05326009 (1).pdf,IMPORT_PO_M01Y-010-05326009 (1)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmFAAA=,"Christian 17 - Customer in Sales orgs 2540 and 2545, deviating Ship-to",2026-07-28T07:47:27Z,PENDING_STAGE2,,2026-07-28 07:51:00,2026-07-28 10:09:17,purchase order  (11965102)_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAId44IDRSEwuoyvrw-xPRKM=,"body_AAMkAGEz_Christian 17 - Customer in Sales orgs 2540 and 2545,deviating Ship-to.txt,image001_AAMkAGEz.png,image002.png,Purchase Order  (11965102).pdf,body_AAMkAGEz_Christian 17 - Customer in Sales orgs 2540 and 2545,deviating Ship-to.txt,image002_AAMkAGEz.png,Purchase Order  (11965102)_AAMkAGEz.pdf,body_AAMkAGEz_Christian 17 - Customer in Sales orgs 2540 and 2545,deviating Ship-to.txt,body_AAMkAGEz_Christian 17 - Customer in Sales orgs 2540 and 2545,deviating Ship-to.txt,body_AAMkAGEz_Christian 17 - Customer in Sales orgs 2540 and 2545,deviating Ship-to.txt",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmEAAA=,NEW PO ,2026-07-28T07:48:03Z,FOLDER_MOVED,,2026-07-28 07:50:47,2026-07-28 10:09:17,po-04900 envalior (1)_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAECx9iZrfDhDmJv-lwqnlJk=,"PO-04749-REVISED ITEM 1 (1).pdf,PO-04900 ENVALIOR (1).pdf,PO-04749-REVISED ITEM 1 (1)_AAMkAGEz.pdf,PO-04900 ENVALIOR (1)_AAMkAGEz.pdf",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmDAAA=,"Christian 16 - Customer in Sales orgs 2500 and 2540, not editable PDF document",2026-07-28T07:42:03Z,PENDING_STAGE2,,2026-07-28 07:43:30,2026-07-28 10:09:16,yybst13d.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQAG-P7clQI0B8jOppspaHFb8=,"body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,YYBST13D.pdf,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,YYBST13D_AAMkAGEz.pdf,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt,body_AAMkAGEz_Christian 16 - Customer in Sales orgs 2500 and 2540,not editable PDF document.txt",
AAMkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwBGAAAAAAC7qJY7ZJJBT5IP79n-R0j-BwCJ1AznZ0-uRrG_5NNdUHgAAABL8we5AACJ1AznZ0-uRrG_5NNdUHgAAACAdAmCAAA=,Christian 15 - Deviating Ship-to and ETD/ETA mentioned i.s.o. delivery date,2026-07-28T07:34:20Z,PENDING_STAGE2,,2026-07-28 07:36:35,2026-07-28 10:09:16,26003731_aamkagez.pdf,,,,1,AAQkAGEzNTJjNTY1LTAxZjctNGU1My04ZDFkLTBkMTJlZGE0YTUzMwAQACjRgmLhgEoYpvYtmBPOjes=,"image001_AAMkAGEz.png,26003731.pdf,26003731_AAMkAGEz.pdf",
